idCDP,BROAD_CPD_ID,CPD_ID,CPD_NAME,CPD_NAME_TYPE,cpd_type,CBP_SMILES 
13641,BRD-K64900763,465177,BRD-K64900763,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c2ccccc2C1=O
13642,BRD-K56215045,465145,BRD-K56215045,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c2ccccc2C1=O
13643,BRD-K90074540,374627,BRD-K90074540,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13644,BRD-K66771647,375007,BRD-K66771647,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13645,BRD-K84306552,374556,BRD-K84306552,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13646,BRD-K34347561,375129,BRD-K34347561,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13647,BRD-K94988014,464923,BRD-K94988014,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13648,BRD-K74318028,465206,BRD-K74318028,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13649,BRD-K05448102,465342,BRD-K05448102,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13650,BRD-K46533463,374891,BRD-K46533463,BROAD_CPD_ID,DOS,COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@H](C)CO)n(C)c1ccccc21
13651,BRD-K61873274,374645,BRD-K61873274,BROAD_CPD_ID,DOS,COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@H](C)CO)n(C)c1ccccc21
13652,BRD-K76749891,375024,BRD-K76749891,BROAD_CPD_ID,DOS,COc1cccc(c1)S(=O)(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@@H](C)CO)n(C)c1ccccc21
13653,BRD-K18244645,374578,BRD-K18244645,BROAD_CPD_ID,DOS,COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@@H](C)CO)n(C)c1ccccc21
13654,BRD-K81332205,375088,BRD-K81332205,BROAD_CPD_ID,DOS,COc1cccc(c1)S(=O)(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@H](C)CO)n(C)c1ccccc21
13655,BRD-K09276254,465368,BRD-K09276254,BROAD_CPD_ID,DOS,COc1cccc(c1)S(=O)(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@H](C)CO)n(C)c1ccccc21
13656,BRD-K79780092,465199,BRD-K79780092,BROAD_CPD_ID,DOS,COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@@H](C)CO)n(C)c1ccccc21
13657,BRD-K57659231,465305,BRD-K57659231,BROAD_CPD_ID,DOS,COc1cccc(c1)S(=O)(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@@H](C)CO)n(C)c1ccccc21
13658,BRD-K72095065,374771,BRD-K72095065,BROAD_CPD_ID,DOS,CCCN(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@@H](C)CO
13659,BRD-K08963966,374465,BRD-K08963966,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2ccccc2C1=O
13660,BRD-K87748653,374795,BRD-K87748653,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2ccccc2C1=O
13661,BRD-K40455893,374706,BRD-K40455893,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2ccccc2C1=O
13662,BRD-K12415987,464956,BRD-K12415987,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2ccccc2C1=O
13663,BRD-K21787371,465381,BRD-K21787371,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2ccccc2C1=O
13664,BRD-K29368169,465149,BRD-K29368169,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2ccccc2C1=O
13665,BRD-K45892018,374514,BRD-K45892018,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cccs2)OCc2ccccc2-c2ccccc2C1=O
13666,BRD-K44511222,374471,BRD-K44511222,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cccs2)OCc2ccccc2-c2ccccc2C1=O
13667,BRD-K80094052,375149,BRD-K80094052,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cccs2)OCc2ccccc2-c2ccccc2C1=O
13668,BRD-K92604082,374758,BRD-K92604082,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cccs2)OCc2ccccc2-c2ccccc2C1=O
13669,BRD-K31487013,374674,BRD-K31487013,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cccs2)OCc2ccccc2-c2ccccc2C1=O
13670,BRD-K05051567,464981,BRD-K05051567,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccs2)OCc2ccccc2-c2ccccc2C1=O
13671,BRD-K78778476,465355,BRD-K78778476,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccs2)OCc2ccccc2-c2ccccc2C1=O
13672,BRD-K97481912,465136,BRD-K97481912,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cccs2)OCc2ccccc2-c2ccccc2C1=O
13673,BRD-K39629581,374517,BRD-K39629581,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@H](C)CO)c1ccccc1
13674,BRD-K84749975,374439,BRD-K84749975,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)c1ccccc1
13675,BRD-K83311395,374443,BRD-K83311395,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)c1ccccc1
13676,BRD-K84691165,375118,BRD-K84691165,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@H](C)CO)c1ccccc1
13677,BRD-K04570341,374762,BRD-K04570341,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)c1ccccc1
13678,BRD-K37847786,374728,BRD-K37847786,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@H](C)CO)c1ccccc1
13679,BRD-K84104483,374840,BRD-K84104483,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@H](C)CO)c1ccccc1
13680,BRD-K77434972,464882,BRD-K77434972,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)c1ccccc1
13681,BRD-K20914452,464898,BRD-K20914452,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)c1ccccc1
13682,BRD-K59039774,465009,BRD-K59039774,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)c1ccccc1
13683,BRD-K26301430,465055,BRD-K26301430,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)c1ccccc1
13684,BRD-K42696220,465073,BRD-K42696220,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@H](C)CO)c1ccccc1
13685,BRD-K80174954,465100,BRD-K80174954,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@H](C)CO)c1ccccc1
13686,BRD-K70433089,374664,BRD-K70433089,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13687,BRD-K17139610,374573,BRD-K17139610,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13688,BRD-K34922409,374587,BRD-K34922409,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13689,BRD-K91379182,374841,BRD-K91379182,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13690,BRD-K50078508,465245,BRD-K50078508,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13691,BRD-K71204485,374638,BRD-K71204485,BROAD_CPD_ID,DOS,COc1ccccc1CN(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@H](C)CO
13692,BRD-K28663733,465036,BRD-K28663733,BROAD_CPD_ID,DOS,COc1ccccc1CN(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
13693,BRD-K90630790,374467,BRD-K90630790,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@H]2OCc3ccccc3-c3ccccc3C(=O)N(C[C@@H]2C)[C@H](C)CO)c1
13694,BRD-K24167577,375091,BRD-K24167577,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@@H]2OCc3ccccc3-c3ccccc3C(=O)N(C[C@@H]2C)[C@H](C)CO)c1
13695,BRD-K05519665,374759,BRD-K05519665,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@H]2OCc3ccccc3-c3ccccc3C(=O)N(C[C@H]2C)[C@@H](C)CO)c1
13696,BRD-K63832750,374829,BRD-K63832750,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@H]2OCc3ccccc3-c3ccccc3C(=O)N(C[C@H]2C)[C@H](C)CO)c1
13697,BRD-K41652832,465082,BRD-K41652832,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@@H]2OCc3ccccc3-c3ccccc3C(=O)N(C[C@H]2C)[C@@H](C)CO)c1
13698,BRD-K58194762,464998,BRD-K58194762,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@@H]2OCc3ccccc3-c3ccccc3C(=O)N(C[C@H]2C)[C@H](C)CO)c1
13699,BRD-K61076106,465068,BRD-K61076106,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@@H]2OCc3ccccc3-c3ccccc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)c1
13700,BRD-K84596673,374456,BRD-K84596673,BROAD_CPD_ID,DOS,CC(C)COC(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
13701,BRD-K28076694,375103,BRD-K28076694,BROAD_CPD_ID,DOS,CC(C)COC(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@H](C)CO
13702,BRD-K56962853,374765,BRD-K56962853,BROAD_CPD_ID,DOS,CC(C)COC(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@@H](C)CO
13703,BRD-K62590938,374920,BRD-K62590938,BROAD_CPD_ID,DOS,CC(C)COC(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@H](C)CO
13704,BRD-K98676361,464984,BRD-K98676361,BROAD_CPD_ID,DOS,CC(C)COC(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@@H](C)CO
13705,BRD-K16561564,465379,BRD-K16561564,BROAD_CPD_ID,DOS,CC(C)COC(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@H](C)CO
13706,BRD-K56079297,465150,BRD-K56079297,BROAD_CPD_ID,DOS,CC(C)COC(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
13707,BRD-K99224100,374646,BRD-K99224100,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccnc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13708,BRD-K88318034,375031,BRD-K88318034,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13709,BRD-K80211979,374698,BRD-K80211979,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccnc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13710,BRD-K54457715,375080,BRD-K54457715,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13711,BRD-K19294102,465295,BRD-K19294102,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccnc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13712,BRD-K50513128,465174,BRD-K50513128,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13713,BRD-K64341172,465233,BRD-K64341172,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccnc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13714,BRD-K21852581,374867,BRD-K21852581,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1
13715,BRD-K02475229,374931,BRD-K02475229,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1
13716,BRD-K32326107,374611,BRD-K32326107,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1
13717,BRD-K93738295,375026,BRD-K93738295,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@@H](C)CO)n(C)c1ccccc21)c1ccccc1
13718,BRD-K39635970,375172,BRD-K39635970,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@@H](C)CO)n(C)c1ccccc21)c1ccccc1
13719,BRD-K06892639,374563,BRD-K06892639,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@@H](C)CO)n(C)c1ccccc21)c1ccccc1
13720,BRD-K51643793,374582,BRD-K51643793,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@@H](C)CO)n(C)c1ccccc21)c1ccccc1
13721,BRD-K56890651,374845,BRD-K56890651,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1
13722,BRD-K06725649,375081,BRD-K06725649,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1
13723,BRD-K98286370,465301,BRD-K98286370,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1
13724,BRD-K16619158,465334,BRD-K16619158,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1
13725,BRD-K60477859,465190,BRD-K60477859,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@@H](C)CO)n(C)c1ccccc21)c1ccccc1
13726,BRD-K24465933,465241,BRD-K24465933,BROAD_CPD_ID,DOS,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@@H](C)CO)n(C)c1ccccc21)c1ccccc1
13727,BRD-K00391235,465256,BRD-K00391235,BROAD_CPD_ID,DOS,CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@@H](C)CO)n(C)c1ccccc21)c1ccccc1
13728,BRD-K55129824,374600,BRD-K55129824,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13729,BRD-K11468634,375174,BRD-K11468634,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13730,BRD-K40997335,374672,BRD-K40997335,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13731,BRD-K50347701,375074,BRD-K50347701,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13732,BRD-K45785972,465339,BRD-K45785972,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13733,BRD-K97722864,465181,BRD-K97722864,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13734,BRD-K99128867,465255,BRD-K99128867,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13735,BRD-K19589763,374873,BRD-K19589763,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)[C@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13736,BRD-K96804382,374953,BRD-K96804382,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)[C@@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13737,BRD-K42969667,374609,BRD-K42969667,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)[C@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13738,BRD-K55943540,374621,BRD-K55943540,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)[C@@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13739,BRD-K91572503,374994,BRD-K91572503,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13740,BRD-K63494246,375048,BRD-K63494246,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13741,BRD-K51556413,374583,BRD-K51556413,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)[C@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13742,BRD-K66442181,374916,BRD-K66442181,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13743,BRD-K18883945,375124,BRD-K18883945,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13744,BRD-K98168679,465373,BRD-K98168679,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)[C@@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13745,BRD-K01289045,465281,BRD-K01289045,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)[C@@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13746,BRD-K11901207,465343,BRD-K11901207,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)[C@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13747,BRD-K44681861,464959,BRD-K44681861,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)[C@@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13748,BRD-K81415316,464995,BRD-K81415316,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)[C@H]2CCCN2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13749,BRD-K64169482,374875,BRD-K64169482,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13750,BRD-K48877010,374650,BRD-K48877010,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13751,BRD-K63424643,375050,BRD-K63424643,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13752,BRD-K00064877,375165,BRD-K00064877,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13753,BRD-K92441219,374826,BRD-K92441219,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13754,BRD-K50761336,465369,BRD-K50761336,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13755,BRD-K99191181,465093,BRD-K99191181,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13756,BRD-K20500634,465283,BRD-K20500634,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
13757,BRD-K00765103,375106,BRD-K00765103,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2ccccc2C1=O
13758,BRD-K11577165,374810,BRD-K11577165,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2ccccc2C1=O
13759,BRD-K97277752,374922,BRD-K97277752,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc2ccccc2-c2ccccc2C1=O
