idCDP,BROAD_CPD_ID,CPD_ID,CPD_NAME,CPD_NAME_TYPE,cpd_type,CBP_SMILES 
9338,BRD-K21423050,466252,BRD-K21423050,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)C2CCOCC2)Oc2cc(ccc2S1(=O)=O)C1=CCCCC1
9339,BRD-K26180392,378535,BRD-K26180392,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc2ncc(cc2C1=O)-c1ccccc1F
9340,BRD-K44265418,396086,BRD-K44265418,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ncc(\C=C\c3ccccc3)cc2C1=O
9341,BRD-K55896279,388937,BRD-K55896279,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)Oc2ncc(cc2C1=O)C#CC1CCCCC1
9342,BRD-K31994521,396935,BRD-K31994521,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CN2CCOCC2)Oc2ncc(\C=C\c3ccccc3)cc2C1=O
9343,BRD-K63410075,402638,BRD-K63410075,BROAD_CPD_ID,DOS,COc1ccccc1-c1ccc2c(O[C@@H](CN(C)CC3CCOCC3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9344,BRD-K16991828,406177,BRD-K16991828,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCOCC2)Oc2cc(ccc2S1(=O)=O)C1=CCCCC1
9345,BRD-K94196749,465923,BRD-K94196749,BROAD_CPD_ID,DOS,COCC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)-c1ccc(cc1)C#N
9346,BRD-K60030763,405174,BRD-K60030763,BROAD_CPD_ID,DOS,COc1cccc(c1)-c1ccc2c(O[C@@H](CN(C)C(=O)c3ccccc3F)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9347,BRD-K12517207,398858,BRD-K12517207,BROAD_CPD_ID,DOS,C\C=C\c1cnc2O[C@H](CN(C)S(=O)(=O)c3ccccc3F)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
9348,BRD-K63907145,397949,BRD-K63907145,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCCCC2)Oc2ncc(Br)cc2C1=O
9349,BRD-K14597872,411403,BRD-K14597872,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)\C=C\C
9350,BRD-K03331449,397180,BRD-K03331449,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)Oc2ncc(cc2C1=O)C#CCN(C)C
9351,BRD-K35193502,409158,BRD-K35193502,BROAD_CPD_ID,DOS,COCC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)-c1ccc(cc1)C#N
9352,BRD-K86545229,401830,BRD-K86545229,BROAD_CPD_ID,DOS,CC(C)CC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(F)cc3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9353,BRD-K33218695,349263,BRD-K33218695,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CC2)Oc2cc(Br)ccc2S1(=O)=O
9354,BRD-K64840743,465710,BRD-K64840743,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)C#CC1(O)CCCC1
9355,BRD-K11055147,400179,BRD-K11055147,BROAD_CPD_ID,DOS,CNC[C@H]1Oc2ncc(Br)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
9356,BRD-K35441510,396359,BRD-K35441510,BROAD_CPD_ID,DOS,COCC#Cc1cnc2O[C@@H](CN(C)C(=O)C3CCCCC3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
9357,BRD-K54478142,396979,BRD-K54478142,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)Oc2ncc(cc2C1=O)-c1cncnc1
9358,BRD-K05357297,397090,BRD-K05357297,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)-c1ccccc1F
9359,BRD-K72647169,400537,BRD-K72647169,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2ncc(Br)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
9360,BRD-K95016030,410735,BRD-K95016030,BROAD_CPD_ID,DOS,COCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccc4OCOc4c3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9361,BRD-K45172622,404927,BRD-K45172622,BROAD_CPD_ID,DOS,C\C=C\c1ccc2c(O[C@@H](CN(C)C(=O)c3cnccn3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9362,BRD-K24004917,397982,BRD-K24004917,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CN(C)C)Oc2ncc(cc2C1=O)C#Cc1cccnc1
9363,BRD-K69269415,465971,BRD-K69269415,BROAD_CPD_ID,DOS,C\C=C\c1ccc2c(O[C@@H](CN(C)C(=O)c3cnccn3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9364,BRD-K47906308,399990,BRD-K47906308,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)C#CC1(O)CCCC1
9365,BRD-K77627909,399856,BRD-K77627909,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)-c1ccccc1F
9366,BRD-K02087489,400173,BRD-K02087489,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc2ncc(Br)cc2C1=O
9367,BRD-K68312794,394917,BRD-K68312794,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCOCC2)Oc2ncc(cc2C1=O)-c1ccccc1F
9368,BRD-K02299361,395022,BRD-K02299361,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)Oc2ncc(cc2C1=O)-c1cncnc1
9369,BRD-K76457661,402831,BRD-K76457661,BROAD_CPD_ID,DOS,C\C=C\c1ccc2c(O[C@H](CN(C)C(=O)c3cnccn3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9370,BRD-K67142650,405139,BRD-K67142650,BROAD_CPD_ID,DOS,CCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C#Cc1ccccc1
9371,BRD-K32056488,348897,BRD-K32056488,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCCCC2)Oc2ncc(Br)cc2C1=O
9372,BRD-K60272064,395908,BRD-K60272064,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCCCC2)Oc2ncc(Br)cc2C1=O
9373,BRD-K16525290,401441,BRD-K16525290,BROAD_CPD_ID,DOS,CCCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3cccc(OC)c3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9374,BRD-K15343038,400364,BRD-K15343038,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CN(C)C)Oc2ncc(cc2C1=O)C#Cc1cccnc1
9375,BRD-K18235559,411561,BRD-K18235559,BROAD_CPD_ID,DOS,CCCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3cccc(OC)c3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9376,BRD-K51322795,399075,BRD-K51322795,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)C1=CCCC1
9377,BRD-K59821747,378063,BRD-K59821747,BROAD_CPD_ID,DOS,CCCC#Cc1ccc2c(O[C@H](CN(C)S(=O)(=O)c3cccc(OC)c3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9378,BRD-K41306114,402958,BRD-K41306114,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)\C=C\C
9379,BRD-K86961579,405299,BRD-K86961579,BROAD_CPD_ID,DOS,CCCC#Cc1ccc2c(O[C@H](CN(C)S(=O)(=O)c3cccc(OC)c3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9380,BRD-K18189580,406155,BRD-K18189580,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
9381,BRD-K33177501,348927,BRD-K33177501,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(F)cc2)Oc2ncc(Br)cc2C1=O
9382,BRD-K84800135,404469,BRD-K84800135,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cncnc2)Oc2cc(ccc2S1(=O)=O)-c1ccc(C)cc1
9383,BRD-K59159023,398984,BRD-K59159023,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@@H]2Oc3ncc(\C=C\c4ccccc4)cc3C(=O)N(C[C@@H]2C)[C@H](C)CO)c1
9384,BRD-K84060528,409931,BRD-K84060528,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cncnc2)Oc2cc(ccc2S1(=O)=O)-c1ccc(C)cc1
9385,BRD-K50935646,376528,BRD-K50935646,BROAD_CPD_ID,DOS,COc1ccccc1NC(=O)N(C)C[C@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO
9386,BRD-K97332312,406153,BRD-K97332312,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)\C=C\C
9387,BRD-K90519599,349256,BRD-K90519599,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CC2)Oc2cc(Br)ccc2S1(=O)=O
9388,BRD-K45563993,402758,BRD-K45563993,BROAD_CPD_ID,DOS,CC(C)C#Cc1ccc2c(O[C@@H](CN(C)C(=O)Nc3ccccc3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9389,BRD-K80954687,378000,BRD-K80954687,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc3OCOc3c2)Oc2cc(ccc2S1(=O)=O)C#Cc1ccccc1F
9390,BRD-K96652989,402324,BRD-K96652989,BROAD_CPD_ID,DOS,COc1ccccc1NC(=O)N(C)C[C@@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO
9391,BRD-K71987443,349012,BRD-K71987443,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO
9392,BRD-K96389533,399926,BRD-K96389533,BROAD_CPD_ID,DOS,COCC#Cc1cnc2O[C@@H](CN(C)C(=O)C3CCCCC3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
9393,BRD-K33221810,397470,BRD-K33221810,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccccn2)Oc2ncc(cc2C1=O)C1=CCCC1
9394,BRD-K81031146,401344,BRD-K81031146,BROAD_CPD_ID,DOS,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)-c1cccc(F)c1
9395,BRD-K08614872,405373,BRD-K08614872,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
9396,BRD-K48188521,409486,BRD-K48188521,BROAD_CPD_ID,DOS,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)-c1cccc(F)c1
9397,BRD-K96807219,410944,BRD-K96807219,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
9398,BRD-K30895360,396691,BRD-K30895360,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccccn2)Oc2ncc(cc2C1=O)C1=CCCC1
9399,BRD-K28795679,402621,BRD-K28795679,BROAD_CPD_ID,DOS,COCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)-c1ccc(cc1)C#N
9400,BRD-K25149224,400051,BRD-K25149224,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccccn2)Oc2ncc(cc2C1=O)C1=CCCC1
9401,BRD-K70145120,395026,BRD-K70145120,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccccn2)Oc2ncc(cc2C1=O)C1=CCCC1
9402,BRD-K27692586,397493,BRD-K27692586,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)C#Cc1ccccc1F
9403,BRD-K92358687,399795,BRD-K92358687,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cncnc2)Oc2ncc(cc2C1=O)-c1ccccc1C
9404,BRD-K32231853,402870,BRD-K32231853,BROAD_CPD_ID,DOS,CC(C)C#Cc1ccc2c(O[C@H](CN(C)C(=O)Nc3ccccc3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9405,BRD-K10452371,411252,BRD-K10452371,BROAD_CPD_ID,DOS,COc1ccccc1NC(=O)N(C)C[C@@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO
9406,BRD-K01251033,401779,BRD-K01251033,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
9407,BRD-K51978501,376517,BRD-K51978501,BROAD_CPD_ID,DOS,COc1ccccc1NC(=O)N(C)C[C@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO
9408,BRD-K81373254,409169,BRD-K81373254,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
9409,BRD-K20142115,405172,BRD-K20142115,BROAD_CPD_ID,DOS,CC(C)CC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(F)cc3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9410,BRD-K09779858,395945,BRD-K09779858,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)C2CCOCC2)Oc2ncc(cc2C1=O)-c1ccccc1F
9411,BRD-K62852603,409431,BRD-K62852603,BROAD_CPD_ID,DOS,C\C=C\c1ccc2c(O[C@H](CN(C)Cc3ccc(cc3)C(O)=O)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9412,BRD-K56739005,411499,BRD-K56739005,BROAD_CPD_ID,DOS,CC(C)C#Cc1ccc2c(O[C@@H](CN(C)C(=O)Nc3ccccc3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9413,BRD-K54837058,405336,BRD-K54837058,BROAD_CPD_ID,DOS,C\C=C\c1ccc2c(O[C@H](CN(C)C(=O)c3cnccn3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9414,BRD-K25702540,349068,BRD-K25702540,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)Oc2ncc(Br)cc2C1=O
9415,BRD-K69437108,398346,BRD-K69437108,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)C1=CCCC1
9416,BRD-K58248556,410718,BRD-K58248556,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)C#CC1CCCCC1
9417,BRD-K15019832,394271,BRD-K15019832,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CN(C)C)Oc2ncc(cc2C1=O)C#Cc1cccnc1
9418,BRD-K14124956,402353,BRD-K14124956,BROAD_CPD_ID,DOS,CNC[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C#CC1CCCCC1
9419,BRD-K33346587,400658,BRD-K33346587,BROAD_CPD_ID,DOS,COc1cccc(NC(=O)N(C)C[C@@H]2Oc3ncc(\C=C\c4ccccc4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)c1
9420,BRD-K37480258,401806,BRD-K37480258,BROAD_CPD_ID,DOS,COc1ccccc1NC(=O)N(C)C[C@@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO
9421,BRD-K88385836,397760,BRD-K88385836,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CN(C)C)Oc2ncc(cc2C1=O)C#Cc1cccnc1
9422,BRD-K33217094,401399,BRD-K33217094,BROAD_CPD_ID,DOS,COCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccc4OCOc4c3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9423,BRD-K10481024,399685,BRD-K10481024,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)C1=CCCC1
9424,BRD-K63754039,394285,BRD-K63754039,BROAD_CPD_ID,DOS,COc1ccccc1-c1cnc2O[C@@H](CN(C)Cc3ccc(F)cc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1
9425,BRD-K76997656,396326,BRD-K76997656,BROAD_CPD_ID,DOS,COCC#Cc1cnc2O[C@H](CN(C)C(=O)C3CCCCC3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
9426,BRD-K47443098,397292,BRD-K47443098,BROAD_CPD_ID,DOS,CCCC#Cc1cnc2O[C@H](CN(C)S(=O)(=O)c3cn(C)cn3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
9427,BRD-K31275250,397890,BRD-K31275250,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)Oc2ncc(cc2C1=O)-c1cncnc1
9428,BRD-K14673075,411086,BRD-K14673075,BROAD_CPD_ID,DOS,COCC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)-c1ccc(cc1)C#N
9429,BRD-K79768278,402434,BRD-K79768278,BROAD_CPD_ID,DOS,CC(C)CC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(F)cc3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9430,BRD-K96377358,399038,BRD-K96377358,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCOCC2)Oc2ncc(cc2C1=O)-c1ccccc1F
9431,BRD-K46949676,400467,BRD-K46949676,BROAD_CPD_ID,DOS,CCCC#Cc1cnc2O[C@H](CN(C)C(=O)c3ccccc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
9432,BRD-K76803075,452563,BRD-K76803075,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(C)(=O)=O)Oc2ncc(cc2C1=O)C#Cc1cccc(F)c1
9433,BRD-K59100858,395109,BRD-K59100858,BROAD_CPD_ID,DOS,CCCC#Cc1cnc2O[C@H](CN(C)C(=O)c3ccccc3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
9434,BRD-A02501536,452313,BRD-A02501536,BROAD_CPD_ID,DOS,CCCC(O)C#Cc1cnc2O[C@@H](CN(C)C(=O)NC3CCCCC3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
9435,BRD-K98805845,399128,BRD-K98805845,BROAD_CPD_ID,DOS,CCCC#Cc1cnc2O[C@H](CN(C)C(=O)c3ccccc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1
9436,BRD-K91799761,399510,BRD-K91799761,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccncc2)Oc2ncc(cc2C1=O)C#CC1CCCC1
9437,BRD-K52414345,400058,BRD-K52414345,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)C2CCCCC2)Oc2ncc(Br)cc2C1=O
9438,BRD-K74626943,409466,BRD-K74626943,BROAD_CPD_ID,DOS,CCCNC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)\C=C\C
9439,BRD-K12705251,411206,BRD-K12705251,BROAD_CPD_ID,DOS,COCC#Cc1ccc2c(O[C@@H](CN(C)Cc3ccc4OCOc4c3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9440,BRD-K68594161,398274,BRD-K68594161,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)Oc2ncc(cc2C1=O)C#CCN(C)C
9441,BRD-K27653895,409315,BRD-K27653895,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cncnc2)Oc2cc(ccc2S1(=O)=O)-c1ccc(C)cc1
9442,BRD-K95129711,452853,BRD-K95129711,BROAD_CPD_ID,DOS,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2ncccc2C(=O)N(C[C@@H]1C)[C@H](C)CO
9443,BRD-K77940693,400029,BRD-K77940693,BROAD_CPD_ID,DOS,CCCC#Cc1cnc2O[C@@H](CN(C)C(=O)c3ccccc3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
9444,BRD-K01754917,452368,BRD-K01754917,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)Oc2ncc(cc2C1=O)C#Cc1ccc(cc1)C(F)(F)F
9445,BRD-K76861469,410779,BRD-K76861469,BROAD_CPD_ID,DOS,COCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccc4OCOc4c3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1
9446,BRD-K25761766,349289,BRD-K25761766,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc2cc(Br)ccc2S1(=O)=O
9447,BRD-K85392418,406105,BRD-K85392418,BROAD_CPD_ID,DOS,COCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccc4OCOc4c3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9448,BRD-K01554997,398591,BRD-K01554997,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCOCC2)Oc2ncc(cc2C1=O)-c1cccc(F)c1
9449,BRD-K88670720,396026,BRD-K88670720,BROAD_CPD_ID,DOS,CCCC#Cc1cnc2O[C@@H](CN(C)C(=O)c3ccccc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
9450,BRD-K59587063,452726,BRD-K59587063,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)-c1cc2ccccc2o1
9451,BRD-K66253165,395324,BRD-K66253165,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2ncc(Br)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO
9452,BRD-K78812892,410222,BRD-K78812892,BROAD_CPD_ID,DOS,CC(C)C#Cc1ccc2c(O[C@H](CN(C)C(=O)Nc3ccccc3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
9453,BRD-K36252987,396401,BRD-K36252987,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Cc2ccccc2)Oc2ncc(cc2C1=O)-c1cncnc1
9454,BRD-K44152881,401989,BRD-K44152881,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cnccn2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
9455,BRD-K65705295,400466,BRD-K65705295,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cncnc2)Oc2ncc(cc2C1=O)-c1ccccc1C
9456,BRD-K85051145,400993,BRD-K85051145,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2cnccn2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
9457,BRD-K44866331,400912,BRD-K44866331,BROAD_CPD_ID,DOS,CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#CC1CCCCC1
9458,BRD-K84235037,409132,BRD-K84235037,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2cnccn2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
9459,BRD-K14359942,397427,BRD-K14359942,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cncnc2)Oc2ncc(cc2C1=O)-c1ccccc1C
9460,BRD-K78813464,410213,BRD-K78813464,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc3OCOc3c2)Oc2cc(ccc2S1(=O)=O)C#Cc1ccccc1F
9461,BRD-K55393423,398432,BRD-K55393423,BROAD_CPD_ID,DOS,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCOCC2)Oc2ncc(cc2C1=O)-c1cccc(F)c1
9462,BRD-K07404651,465831,BRD-K07404651,BROAD_CPD_ID,DOS,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)C2CCCCC2)Oc2ncc(Br)cc2C1=O
