,BRD-K28862419_0.3704 uM,BRD-K28862419_1.1111 uM,BRD-K28862419_3.3333 uM,BRD-K28862419_10 uM,BRD-K34692511_0.3704 uM,BRD-K34692511_1.1111 uM,BRD-K34692511_3.3333 uM,BRD-K34692511_10 uM,N-Benzylquinazolin-4-amine_0.3704 uM,N-Benzylquinazolin-4-amine_1.1111 uM,N-Benzylquinazolin-4-amine_3.3333 uM,N-Benzylquinazolin-4-amine_10 uM
ACH-001542,-0.432038911,-0.013466539,-0.221729595,-1.546463583,0.127526074,0.218601201,-0.482155072,-2.36155964,-1.021641673,0.221425841,-0.591354598,-0.560054727
ACH-001543,-0.060226593,-0.273643784,0.20963798,-0.297884691,-0.259601181,-0.319680784,-0.269595167,-0.180325673,0.242550508,0.334507317,0.05049949,-0.323295561
ACH-001548,0.041573409,0.023310706,-0.114673428,0.075048478,0.026171615,0.222537321,0.007383439,-0.151929803,-0.25808979,-0.07649002,-0.343881116,-0.861360252
ACH-001550,0.240410773,0.188323568,0.206541718,0.415885013,-0.577903922,0.043266261,-0.325141168,-0.478253172,-0.097291649,-0.244823886,-0.50684851,-0.01250411
ACH-001551,-0.088235804,0.270435064,-0.479972613,0.247736375,0.334648904,0.007922341,0.02635916,-0.06169119,-0.489610229,0.019789578,-0.568455879,-1.079823909
ACH-001552,0.351637278,0.195769511,0.271722332,0.015848989,-0.161009886,0.031631458,-0.16651243,0.152906181,0.120726968,0.267392039,-0.142382668,-0.138583952
ACH-001563,-0.172914124,0.34576492,-0.456600682,-0.059823872,-0.346273107,-0.348685546,-0.138141243,-0.717734546,0.399210932,-0.275394188,-0.610252158,-1.181920738
ACH-001607,-0.231754596,-0.286103189,-0.121885487,-0.772923345,0.053209934,0.401739476,0.166623923,0.235972409,0.141753514,-0.014735802,-0.9485073,-1.688312341
ACH-001608,0.360128459,-0.132927548,-0.3341394,-0.091956906,-0.19909031,-0.020581498,-0.25185674,0.128472971,0.124442882,-0.781910485,-0.577694606,-0.220069865
ACH-001609,-0.112436492,0.166014751,-0.249988141,1.211149595,0.031672444,0.51975074,0.026918599,0.171266454,-0.753314374,-0.377983333,-0.359244903,-0.900918233
ACH-001610,-0.291858895,0.222855644,0.059243204,0.037875805,0.381673611,-0.612348217,-0.312066408,0.171527597,-0.247178107,-0.444664772,0.273799253,-0.477159829
ACH-001616,-0.354227795,0.01785435,0.196118103,0.168339012,-0.226423881,0.329016346,-0.145276979,-0.072588865,-0.040894195,-0.139165302,-0.568545613,-0.578479855
ACH-001619,-0.206562606,-0.305153707,0.28241402,-0.11905141,0.035318095,0.24309597,0.214574012,0.27304401,-0.942952036,-0.13958567,0.312123658,-1.173420872
ACH-001624,-0.435660843,0.183125435,0.195213109,-0.080806586,-0.012685912,0.110148091,0.054484247,-0.050420399,-0.354406606,-0.340885658,-0.992893148,-0.841910101
ACH-001626,0.682214019,-0.036934728,0.265997041,-0.534710142,-0.479414145,0.353925242,0.48465277,-0.716629257,0.403727903,0.284515829,0.078848716,-0.42375029
ACH-001628,0.066178917,-0.160065011,-0.231819814,-0.189159517,0.151400353,-0.366481421,-0.179983149,-0.240240215,0.380547762,0.006166962,-0.39764963,-0.944144414
ACH-001638,0.222352269,-0.263368571,0.222565721,0.19381727,0.157517571,0.296339989,0.336873973,-0.197644571,-0.127174114,0.040648731,-0.160594901,-0.620483117
ACH-001642,-0.078675882,-0.144040383,0.052495598,-0.008835486,0.041510118,0.117274121,0.064269873,-0.454565033,0.120564097,-0.003922869,-0.717664266,-1.875365225
ACH-001649,-1.058957522,0.047412233,-0.287545423,-0.368229625,-0.33826245,-0.080035261,0.253874922,0.065070744,0.375884659,0.073355001,-0.39848942,0.153878954
ACH-001650,0.096859398,0.342705706,0.063143578,-0.3404662,-0.057342177,-0.477912955,-0.476721688,0.015025495,0.029588124,-0.306285332,-1.31429119,-0.430683127
ACH-001651,-0.159970383,0.194005489,0.097486679,0.306557665,0.110052191,0.161493604,0.244484029,-0.174163332,-0.283030732,0.031805107,-0.623075365,-0.600951229
ACH-001652,-0.013779565,-0.501677803,-0.106944327,-0.451315425,-0.22835882,0.003629926,0.011846138,-0.540405896,0.047784903,0.264528691,-0.653425014,-1.197078679
ACH-001653,-0.060471044,0.135033723,0.166335472,-0.054712793,-0.129955121,-0.009230091,0.1115168,-0.272539526,0.46300764,-0.46606769,-0.279470382,-0.446180544
ACH-001654,-0.10809467,0.071318434,0.165416485,0.149890031,0.168967367,0.150046205,0.534641034,0.045897284,0.057379219,-0.380871202,-0.055023267,-0.495279585
ACH-001655,0.069419487,-0.147494173,0.161482843,-0.057940469,0.054835345,0.03976449,0.237036648,-0.246425531,-0.049837022,0.149143483,-0.731523933,-1.18441441
ACH-001656,-0.238610114,-0.060948354,-0.305916493,-0.046172211,-0.026979336,0.441625706,-0.15722439,-0.729591416,-0.349748734,-0.116362258,-0.719090318,-1.352132608
ACH-001662,0.282448616,-0.128948712,-0.08253163,0.372899817,-0.077596276,0.201266547,0.159356728,-0.353796017,-0.231671811,0.04380473,-0.122308677,-0.323986009
ACH-001664,0.622260347,0.051880545,0.16374787,0.031878405,0.191688925,0.467476699,-0.002246461,-0.601387144,-0.260534141,0.234688097,-0.741998301,-0.442960328
ACH-001668,-0.455810796,-0.234524261,-0.486990937,-1.116402734,-0.234272342,-0.835155097,-0.697135073,-1.092915595,0.353797753,-0.525353925,-0.704573857,-1.219919631
ACH-001669,-0.283217661,-0.059753928,0.213025995,-0.076931867,0.009074814,0.144096107,0.107696396,-0.036201924,0.070774268,0.31608548,-0.576130791,-1.062896775
ACH-001670,0.192879093,-0.257552471,-0.549956358,-0.097189736,-0.217869597,-0.089157875,-0.205548269,-0.012225505,0.145701481,0.293246156,-0.602453898,-0.643370615
ACH-001673,-0.18283937,-0.197367466,-0.192129517,-0.003399718,0.702755103,-0.055350149,0.06792159,-0.891365159,-1.028109274,0.007268347,-0.948890695,-1.8525729
ACH-001674,0.193693273,-0.488779659,0.257346713,0.218720537,0.701806891,0.081344294,-0.422397594,0.344796567,0.223257637,0.353068331,-0.328944801,-0.135038463
ACH-001677,0.211238748,0.229199805,0.168463611,-0.302352813,0.273240927,-0.136307378,-0.194655391,-0.570109252,0.439598702,0.499931845,0.714534477,0.725248704
ACH-001678,-0.16205856,0.278901095,-0.138391847,-0.213577749,0.319284922,0.399857238,0.138303303,-0.01247018,-0.070032051,-0.332918386,-0.454270363,-0.469670951
ACH-001679,-0.695523698,0.099472184,0.325700965,0.235557593,-0.215626084,0.140491104,0.306638043,-0.167847327,-0.523446692,-0.006973534,0.194737545,-0.078817037
ACH-001687,0.046587331,0.104942836,-0.00946303,-0.099425418,0.179353201,0.08852213,-0.076838822,-0.086651152,-0.085251,-0.387077237,-0.066314956,-0.523889524
ACH-001688,0.122420128,-0.089530284,0.05488577,-0.260697686,-0.110488924,-0.121561788,-0.024331511,-1.174834302,0.317364593,-0.199952648,-0.150295244,-0.437492292
ACH-001693,-0.076347342,0.568025399,0.390312605,0.055504341,-0.672443236,-0.301047925,-1.218032492,0.434790969,0.426724985,0.311371775,-1.001494296,0.008731797
ACH-001696,-0.528935369,0.085046236,-0.114793701,-0.402234537,-0.102733992,0.270469507,0.036099217,-0.116944552,0.638949312,0.398788789,-0.276497535,-0.642841046
ACH-001698,-0.198925599,-0.018111399,-0.141473749,-0.595341566,-0.170369085,-0.099941594,-0.442068994,-0.266605919,-0.34545851,0.226206654,-0.581674788,-1.501319977
ACH-001702,-0.078810023,-0.028917073,-0.442557302,0.392350165,0.321772005,0.104707499,-0.243774909,0.456675766,0.097764214,-0.127921842,-0.143066193,-0.3882361
ACH-001703,-0.109285754,-0.244443974,-0.119264343,-0.889528273,-0.144001212,-0.005934243,-0.315492254,-0.624534313,-0.238703734,-0.34968968,-0.369263813,-0.509521518
ACH-001707,0.538965311,-0.38225288,0.3176935,0.422063177,0.269037646,0.027080631,0.486411835,-0.637426774,0.507753116,0.138681602,-0.523113679,-0.602373059
ACH-001711,-0.429414981,0.057180612,0.735780983,0.443556622,0.296426977,0.238063212,0.207825628,-0.313873197,0.732399211,0.318008847,-0.684170521,-0.188845281
ACH-001715,-0.291165619,-0.115337571,0.548826205,0.085535986,-0.330109035,-0.006921889,-0.159265319,0.116328651,-0.027163294,-0.465356851,-0.069301886,0.106743077
ACH-001719,-0.07110737,0.192800327,0.23464948,-0.447677954,0.056289204,-0.36861469,0.506117873,0.169734626,-0.428556728,0.012737591,0.069294811,-0.052093844
ACH-001740,0.079011431,0.470169808,0.235459128,-0.339828885,-0.234749468,0.486370746,0.100927333,0.215530995,-0.368749281,-0.173912626,-0.252689231,-0.230104973
ACH-001750,0.337216128,0.023395526,0.160451509,-0.312650452,-0.485672262,0.064955187,-0.1295127,0.051277951,-0.047724798,-0.039339885,-0.212684491,-0.475338379
ACH-001751,-0.379199741,-0.626496562,0.158468185,-0.517061565,-0.114129422,0.428142988,0.074937449,-0.205148652,-0.438814251,-0.22589816,-1.044387398,-0.972185933
ACH-001765,-0.068715793,-0.084546051,0.07775047,0.144795605,0.093365942,0.043824307,0.024191732,-0.36947937,0.178628887,-0.246538569,0.015853381,-0.597232526
ACH-001786,0.265745437,0.098405841,0.136418504,-0.44755565,-0.152805637,0.379647238,-0.038818835,-0.050950923,0.231262376,-0.237659355,-0.172108077,-1.035410824
ACH-001794,0.033317187,-0.308919996,0.471592433,0.013426718,-0.146853578,0.467466835,0.061724217,0.118142887,0.514158272,-0.072908546,-0.811861311,-0.324887783
ACH-001795,0.261049435,-0.21477771,-0.009129154,-0.090837139,-0.076249748,0.089693871,0.361887111,0.213047817,-0.027263246,-0.042654642,-0.314685739,-0.542950657
ACH-001796,-0.126214793,-0.522279467,0.053398974,-0.985226135,-0.26918162,-0.131672612,-0.461523325,-1.395156802,0.15952962,-0.088432057,-0.109911264,-0.124767808
ACH-001799,1.097869441,0.134703558,-0.068713926,0.030127476,0.543635944,0.318423042,0.015943584,0.007458577,-0.245594398,0.010297982,-0.129894663,-0.781532173
ACH-001834,0.12044065,0.030322478,0.006780265,-0.205471866,-0.109507489,-0.119699519,0.218588687,-0.005761493,-0.913605303,-0.32204569,-0.654666989,-0.96583029
ACH-001838,-0.045739941,-0.228808786,-0.154705303,-0.679406284,-0.682115105,-0.17637103,-0.025881403,-0.100288543,0.039807902,0.031873735,-0.123721816,-0.602230625
ACH-001839,-0.070312534,0.029445395,0.073492565,0.114438407,0.239948299,0.461345309,0.395282089,0.226701529,-0.001241192,-0.282036573,-0.671126093,-0.238271559
ACH-001844,-0.288205513,-0.465073542,0.202445997,-0.488035999,0.095465206,0.497941126,-0.266231636,0.041912023,-0.796724333,-0.619906459,0.047159541,-1.511965704
ACH-001848,0.192754636,-0.358201412,0.431599645,-0.403706429,0.091870338,-0.203344511,-0.170017229,-0.101461546,0.164442137,-0.442983614,0.10490378,-0.246645498
ACH-001849,-0.251179102,-0.016910571,0.241651366,0.220858516,-0.253153964,0.250853798,0.363612419,0.894132102,0.514359983,0.013851984,0.150907856,-0.02795649
ACH-001850,0.286253697,0.145187378,-0.01767822,-0.233375443,0.200776346,0.000501474,-0.784645274,-0.538486969,0.228234696,0.421108856,-0.873163119,-1.280733193
ACH-001852,0.303318601,-0.04118323,-0.060360933,-0.303710102,0.389561877,-0.178582233,-0.054889228,-0.326699277,-0.556327301,-0.637424828,-1.196051301,-1.25802449
ACH-001853,0.130674311,-0.586011816,-0.344424042,-0.74416634,-0.132529717,-0.495787147,-0.029008173,-0.338276049,0.440125539,-0.086258919,-0.064699225,-0.573377368
ACH-001854,0.195311237,-0.556750795,-0.665782926,-0.2425316,-0.171173456,0.157766586,-0.169456752,0.009506246,-0.13426725,-0.268576081,-1.193262528,-0.32267344
ACH-001855,0.421623541,0.051858664,0.180449988,-0.058203138,-0.934588592,-0.025486742,-0.190785983,-0.298872094,0.702715588,0.487154746,0.134641369,-0.554185341
ACH-001856,-0.090792703,0.105303289,-0.432605169,-0.016815997,-0.275917493,-0.438953953,0.1633912,-0.013327431,0.327965004,-0.236848053,0.432167282,-0.109074843
ACH-001857,0.289624688,-0.650304066,-0.301025666,-0.421239552,-0.237158117,-0.206932598,-0.039972942,-0.368942836,0.178811825,-0.712588541,0.082092523,-0.064979463
ACH-001858,0.20992973,0.171565472,-0.044796892,-0.41797403,-0.111993963,-0.187846841,-0.151013908,-0.890349202,0.388943931,0.055221512,-0.752934148,-0.527781881
ACH-001861,0.411959449,0.612469801,-0.049111831,-0.779235562,-0.541607762,-0.304280008,0.154506952,0.330793202,0.476525529,0.237941805,-0.869150331,-1.183458833
ACH-001862,-0.127500881,0.23414529,-0.061327972,-0.63065178,-0.031613585,-0.123445646,-0.099518811,-0.709278661,0.016427407,-0.09695423,-0.239039934,-1.180405131
ACH-001864,0.128788587,-0.195222479,0.213280588,-0.112904541,0.444518158,-0.204590542,-0.322634232,0.000656922,0.210803648,-0.013384388,-0.271678155,-0.184310773
ACH-001959,0.376024346,-0.334294486,0.0257674,-0.242359943,-0.357981421,0.037092805,-0.207158484,-0.063419424,-0.1183292,-0.4792127,-1.262797126,-1.058842498
ACH-001960,-0.138413039,-0.397068589,-0.069363961,-0.051297341,0.040396334,0.18031886,-0.265874442,-0.476118264,0.034153265,0.175446995,0.016218478,-0.530948604
ACH-001961,0.002281248,-0.183192214,0.201030793,-1.382869993,-0.099448148,0.029443526,-0.073284446,0.638451909,-0.032553992,-0.448228328,-0.771151712,-0.0422123
ACH-001991,-0.081090723,-0.390315075,0.280042374,-0.532426685,-0.346742385,-0.975233717,-0.282450694,-0.418260875,0.022838181,-0.777075978,-0.760703777,-1.083341519
ACH-001997,0.361122152,0.129754513,0.05351475,0.462885997,-0.204420026,0.460502805,-0.000758908,-0.629601618,-0.30878776,0.437888133,-0.046163986,-0.495733183
ACH-001999,-0.357050635,0.064581336,0.645236844,0.16761771,0.771683628,-0.154014037,0.340411112,-0.336312678,-0.165542423,-0.580457268,0.134858803,-0.698899219
ACH-002010,-0.148966267,0.022951357,0.277749363,-0.080494866,-0.083755804,-0.041861845,-0.054660455,-0.413161508,0.089523368,-0.121649758,-0.889561927,-1.119225977
ACH-002015,0.320313913,-0.17910297,0.046319754,-0.083023742,-0.091033882,0.044077015,-0.490601203,-0.337001162,-0.006945921,-0.454138678,-0.11131118,-0.863552841
ACH-002016,-0.020258381,-0.800218301,-0.010951876,-0.434055919,0.045560043,0.285681687,-0.277768517,-0.918897579,0.326192725,-0.000444531,-0.989621272,-0.26342803
ACH-002023,0.415634865,-0.326908877,0.100335378,-0.238447738,-0.280734297,0.070552027,-0.003543443,0.331783404,0.048385892,0.292067882,-0.248862183,-0.541589869
ACH-002025,0.032617393,-0.450014013,0.052989904,-0.606922098,0.315755961,0.062315555,0.133784959,-0.708209617,0.37670343,-0.928946428,-0.931627733,-1.388445719
ACH-002038,0.492270333,0.027882848,0.155348915,-0.40002241,0.108597343,-0.277649852,-0.415620245,-0.571960207,0.445581446,-0.413754218,-0.140114002,-0.031480728
ACH-002039,-0.206649525,0.313229874,-0.072818572,0.050519352,-0.87821076,0.096883529,0.188992369,0.193687041,-0.680934466,-0.268455912,-0.29410247,-0.745840803
ACH-002041,0.010038379,-0.343121151,0.041940788,0.345707489,0.042823174,0.067649966,-0.308910887,-0.077586299,0.576214709,-0.088089638,-0.104704412,-0.457393006
ACH-002042,-0.238865512,-0.90740591,-0.002188391,-0.685118837,0.08690455,0.305940035,-0.597464789,-1.214594919,-0.342198003,-0.375739992,0.086161416,-1.136994904
ACH-002046,-0.649590425,-0.261917951,-0.399824355,0.11137653,0.360514261,0.009832221,-0.316691271,-0.162287864,-0.149627858,0.04758708,-0.770593196,-1.02249904
ACH-002048,-0.604865691,0.076685788,-0.190629437,0.158211577,0.332564587,0.087647723,-0.605390794,-0.721544877,-0.246743272,-0.068411063,-0.459956653,-0.511071
